Numero_Parada,UTM_X,UTM_Y,Longitud,Latitud
440.0,473919.039999999,4378027.02799999,2.6964350032418225,39.55152700160733
441.0,473728.290903217,4378213.58022602,2.6942074609923146,39.55320208665015
442.0,473540.972999999,4378469.02699999,2.6920170047264262,39.555497998968896
443.0,473044.907713069,4378660.62151118,2.686235109213415,39.55720889010349
444.0,472650.972,4378797.972,2.681643994670348,39.5584339968041
445.0,472261.004,4378909.014,2.6771000051046636,39.559422000983965
446.0,471908.038,4379081.98099999,2.672983994264157,39.56096900483893
447.0,471711.012999999,4379187.024,2.6706860031253568,39.561909001674294
449.0,470898.994999999,4379446.967,2.6612220040462744,39.564224004153246
450.0,470527.956999999,4379686.98799999,2.656891996743762,39.56637399851389
451.0,470572.973999999,4379869.052,2.6574079946104803,39.56801599862322
452.0,470542.969999999,4380200.00999999,2.6570439997898685,39.57099700307951
453.0,469637.825311867,4379978.07163472,2.6465161155373997,39.56896569526688
455.0,470272.994999999,4380710.01699999,2.653877994834406,39.57558300230958
456.0,470502.978,4380299.04899999,2.656573994525524,39.57188800001926
457.0,470531.006999999,4380036.02099999,2.6569120047185195,39.56951900020911
458.0,470493.0,4379669.9,2.6564858004767204,39.566218828065914
459.0,470867.972999999,4379443.97599999,2.660861000085407,39.56419600100614
460.0,466468.998,4382601.01599999,2.6094920052912394,39.59248100401639
461.0,469731.989,4384519.997,2.647404996255176,39.60989300487221
462.0,471763.895801485,4379125.51863823,2.6713042219354626,39.56135656033301
463.0,472058.967,4378984.989,2.6747450006968,39.560100004003054
464.0,472359.012999999,4378882.02699999,2.678242000383807,39.55918200282376
465.0,472652.994999999,4378786.978,2.681667995858551,39.55833500150322
466.0,472960.006999999,4378657.046,2.6852470005056737,39.55717400133639
467.0,473501.005999999,4378489.03,2.69155099705822,39.55567699960813
468.0,473700.406241289,4378223.89344412,2.693882490241465,39.55329415818799
469.0,473994.027,4377996.03299999,2.6973090041159744,39.55125000127554
470.0,474384.010999999,4377686.97499999,2.70186000064569,39.54847700307014
471.0,475333.996999999,4376706.01599999,2.7129530052108706,39.53966600547521
473.0,475564.021,4376457.01699999,2.715638999801639,39.5374290018976
475.0,475868.021999999,4376281.04299999,2.7191830022867243,39.53585200329411
476.0,476183.000999999,4376233.00999999,2.722850004325194,39.53542800262612
477.0,476482.993,4376003.024,2.726349003887399,39.53336400175298
479.0,476968.996999999,4375519.00999999,2.7320210012325026,39.5290160010615
480.0,477205.000999999,4375257.059,2.734775995825061,39.526662004798126
481.0,477372.962999999,4375087.983,2.736735997841948,39.52514299691729
482.0,477676.017999999,4374729.962,2.7402740043239358,39.521924997522326
483.0,477885.02,4374476.989,2.742714003074002,39.519651002061366
484.0,478070.578985294,4374257.28599102,2.744880020991522,39.517676133891925
486.0,478325.963999999,4373860.013,2.7478640038730915,39.514102999753014
487.0,478542.961,4373466.97699999,2.750400999502014,39.51056700535031
488.0,478649.026,4373210.98099999,2.7516430018190743,39.50826300028495
489.0,466695.965,4382805.02199999,2.6121249952748333,39.594327998028234
490.0,478653.033999999,4372794.01099999,2.751702994439402,39.50450599724167
492.0,469923.984999999,4381028.006,2.6498000013376917,39.578436002305686
493.0,469718.283363293,4381246.79251966,2.6473948999845063,39.58040008911375
494.0,469719.961,4381322.024,2.6474109994883053,39.58107800545319
495.0,469648.005,4381631.064,2.6465589947501202,39.5838599975659
496.0,469621.010999999,4381842.041,2.646234996399265,39.585760002371615
497.0,469594.973999999,4382034.035,2.6459229949661314,39.587488997523614
498.0,469585.973999999,4382256.04,2.645808003959054,39.58948900338923
499.0,469466.966,4382562.04999999,2.64440800472641,39.59224200225584
500.0,469133.033999999,4383143.05099999,2.640491997579083,39.59746500389272
502.0,468978.971,4383328.014,2.63868899798111,39.59912600094466
503.0,468723.038,4383818.046,2.635684994258723,39.603531999950334
